Genus	
Rauvolfia	30.8 % (24/78)
Mitragyna	29.4 % (23/78)
Uncaria	11.5 % (9/78)
Stemmadenia	11.5 % (9/78)
Tabernaemontana	9.0 % (7/78)
Strychnos	3.8 % (3/78)
Cephaelis	1.3 % (1/78)
Iserta	1.3 % (1/78)
Timonius	1.3 % (1/78)
